Date,AverageTemperature,AverageTemperatureUncertainty,State,Country
1909-01-01,29.711,0.476,Northern Territory,Australia
1909-02-01,28.988,0.44,Northern Territory,Australia
1909-03-01,28.013,0.41,Northern Territory,Australia
1909-04-01,24.229,0.422,Northern Territory,Australia
1909-05-01,20.782,0.492,Northern Territory,Australia
1909-06-01,18.754,0.549,Northern Territory,Australia
1909-07-01,16.654,0.523,Northern Territory,Australia
1909-08-01,20.632,0.514,Northern Territory,Australia
1909-09-01,23.227,0.416,Northern Territory,Australia
1909-10-01,27.862,0.626,Northern Territory,Australia
1909-11-01,28.001,0.588,Northern Territory,Australia
1909-12-01,28.308,0.549,Northern Territory,Australia
1910-01-01,29.986,0.641,Northern Territory,Australia
1910-02-01,29.309,0.618,Northern Territory,Australia
1910-03-01,25.96,0.429,Northern Territory,Australia
1910-04-01,24.546,0.561,Northern Territory,Australia
1910-05-01,22.368,0.361,Northern Territory,Australia
1910-06-01,18.846,0.482,Northern Territory,Australia
1910-07-01,18.956,0.518,Northern Territory,Australia
1910-08-01,20.725,0.436,Northern Territory,Australia
1910-09-01,24.608,0.317,Northern Territory,Australia
1910-10-01,25.966,0.506,Northern Territory,Australia
1910-11-01,28.116,0.352,Northern Territory,Australia
1910-12-01,28.837,0.481,Northern Territory,Australia
1911-01-01,29.984,0.734,Northern Territory,Australia
1911-02-01,29.256,0.717,Northern Territory,Australia
1911-03-01,27.987,0.577,Northern Territory,Australia
1911-04-01,24.198,0.482,Northern Territory,Australia
1911-05-01,20.709,0.396,Northern Territory,Australia
1911-06-01,16.972,0.328,Northern Territory,Australia
1911-07-01,17.631,0.376,Northern Territory,Australia
1911-08-01,19.828,0.317,Northern Territory,Australia
1911-09-01,22.786,0.517,Northern Territory,Australia
1911-10-01,26.707,0.573,Northern Territory,Australia
1911-11-01,28.967,0.54,Northern Territory,Australia
1911-12-01,29.73,0.764,Northern Territory,Australia
1912-01-01,30.511,0.827,Northern Territory,Australia
1912-02-01,29.143,0.639,Northern Territory,Australia
1912-03-01,28.418,0.46,Northern Territory,Australia
1912-04-01,24.277,0.548,Northern Territory,Australia
1912-05-01,21.305,0.388,Northern Territory,Australia
1912-06-01,17.28,0.502,Northern Territory,Australia
1912-07-01,17.718,0.345,Northern Territory,Australia
1912-08-01,19.994,0.452,Northern Territory,Australia
1912-09-01,24.66,0.485,Northern Territory,Australia
1912-10-01,27.306,0.694,Northern Territory,Australia
1912-11-01,28.411,0.619,Northern Territory,Australia
1912-12-01,29.739,0.416,Northern Territory,Australia
1913-01-01,29.785,0.673,Northern Territory,Australia
1913-02-01,28.121,0.623,Northern Territory,Australia
1913-03-01,26.733,0.404,Northern Territory,Australia
1913-04-01,24.721,0.419,Northern Territory,Australia
1913-05-01,18.014,0.408,Northern Territory,Australia
1913-06-01,15.522,0.329,Northern Territory,Australia
1913-07-01,17.401,0.323,Northern Territory,Australia
1913-08-01,19.822,0.569,Northern Territory,Australia
1913-09-01,22.168,0.514,Northern Territory,Australia
1913-10-01,26.949,0.628,Northern Territory,Australia
1913-11-01,29.561,0.667,Northern Territory,Australia
1913-12-01,30.556,0.567,Northern Territory,Australia
1914-01-01,28.885,0.673,Northern Territory,Australia
1914-02-01,30.317,0.431,Northern Territory,Australia
1914-03-01,29.091,0.505,Northern Territory,Australia
1914-04-01,26.356,0.436,Northern Territory,Australia
1914-05-01,21.841,0.845,Northern Territory,Australia
1914-06-01,17.9,0.433,Northern Territory,Australia
1914-07-01,16.398,0.443,Northern Territory,Australia
1914-08-01,20.337,0.535,Northern Territory,Australia
1914-09-01,22.756,0.684,Northern Territory,Australia
1914-10-01,25.973,0.531,Northern Territory,Australia
1914-11-01,29.489,0.647,Northern Territory,Australia
1914-12-01,30.077,0.543,Northern Territory,Australia
1915-01-01,28.828,0.367,Northern Territory,Australia
1915-02-01,30.532,0.64,Northern Territory,Australia
1915-03-01,29.141,0.519,Northern Territory,Australia
1915-04-01,25.879,0.432,Northern Territory,Australia
1915-05-01,20.389,0.53,Northern Territory,Australia
1915-06-01,19.576,0.398,Northern Territory,Australia
1915-07-01,19.739,0.591,Northern Territory,Australia
1915-08-01,19.779,0.473,Northern Territory,Australia
1915-09-01,25.799,0.508,Northern Territory,Australia
1915-10-01,26.996,0.348,Northern Territory,Australia
1915-11-01,29.852,0.405,Northern Territory,Australia
1915-12-01,29.687,0.476,Northern Territory,Australia
1916-01-01,29.702,0.64,Northern Territory,Australia
1916-02-01,29.241,0.622,Northern Territory,Australia
1916-03-01,28.317,0.7,Northern Territory,Australia
1916-04-01,23.869,0.428,Northern Territory,Australia
1916-05-01,22.61,0.521,Northern Territory,Australia
1916-06-01,20.34,0.452,Northern Territory,Australia
1916-07-01,17.497,0.49,Northern Territory,Australia
1916-08-01,21.141,0.486,Northern Territory,Australia
1916-09-01,23.685,0.344,Northern Territory,Australia
1916-10-01,26.327,0.523,Northern Territory,Australia
1916-11-01,27.085,0.387,Northern Territory,Australia
1916-12-01,28.234,0.535,Northern Territory,Australia
1917-01-01,28.58,0.635,Northern Territory,Australia
1917-02-01,26.629,0.582,Northern Territory,Australia
1917-03-01,27.383,0.4,Northern Territory,Australia
1917-04-01,24.01,0.527,Northern Territory,Australia
1917-05-01,18.991,0.427,Northern Territory,Australia
1917-06-01,16.828,0.382,Northern Territory,Australia
1917-07-01,19.3,0.58,Northern Territory,Australia
1917-08-01,19.354,0.419,Northern Territory,Australia
1917-09-01,24.24,0.532,Northern Territory,Australia
1917-10-01,26.802,0.596,Northern Territory,Australia
1917-11-01,27.84,0.609,Northern Territory,Australia
1917-12-01,29.325,0.597,Northern Territory,Australia
1918-01-01,28.458,0.408,Northern Territory,Australia
1918-02-01,27.76,0.389,Northern Territory,Australia
1918-03-01,26.196,0.638,Northern Territory,Australia
1918-04-01,24.045,0.373,Northern Territory,Australia
1918-05-01,21.148,0.397,Northern Territory,Australia
1918-06-01,18.908,0.373,Northern Territory,Australia
1918-07-01,15.9,0.398,Northern Territory,Australia
1918-08-01,20.021,0.466,Northern Territory,Australia
1918-09-01,23.022,0.401,Northern Territory,Australia
1918-10-01,27.176,0.637,Northern Territory,Australia
1918-11-01,29.133,0.533,Northern Territory,Australia
1918-12-01,30.56,0.43,Northern Territory,Australia
1919-01-01,29.387,0.56,Northern Territory,Australia
1919-02-01,28.026,0.569,Northern Territory,Australia
1919-03-01,27.281,0.577,Northern Territory,Australia
1919-04-01,25.845,0.674,Northern Territory,Australia
1919-05-01,20.617,0.538,Northern Territory,Australia
1919-06-01,18.543,0.381,Northern Territory,Australia
1919-07-01,16.306,0.424,Northern Territory,Australia
1919-08-01,19.455,0.531,Northern Territory,Australia
1919-09-01,22.67,0.425,Northern Territory,Australia
1919-10-01,26.197,0.327,Northern Territory,Australia
1919-11-01,29.063,0.382,Northern Territory,Australia
1919-12-01,30.745,0.423,Northern Territory,Australia
1920-01-01,28.478,0.637,Northern Territory,Australia
1920-02-01,28.627,0.728,Northern Territory,Australia
1920-03-01,26.816,0.447,Northern Territory,Australia
1920-04-01,24.425,0.749,Northern Territory,Australia
1920-05-01,20.786,0.51,Northern Territory,Australia
1920-06-01,19.468,0.383,Northern Territory,Australia
1920-07-01,18.323,0.48,Northern Territory,Australia
1920-08-01,20.901,0.48,Northern Territory,Australia
1920-09-01,23.733,0.41,Northern Territory,Australia
1920-10-01,26.418,0.3,Northern Territory,Australia
1920-11-01,28.132,0.452,Northern Territory,Australia
1920-12-01,27.526,0.668,Northern Territory,Australia
1921-01-01,28.312,0.841,Northern Territory,Australia
1921-02-01,28.095,0.715,Northern Territory,Australia
1921-03-01,25.905,0.364,Northern Territory,Australia
1921-04-01,23.311,0.452,Northern Territory,Australia
1921-05-01,22.746,0.439,Northern Territory,Australia
1921-06-01,19.392,0.385,Northern Territory,Australia
1921-07-01,17.719,0.51,Northern Territory,Australia
1921-08-01,18.257,0.445,Northern Territory,Australia
1921-09-01,23.378,0.498,Northern Territory,Australia
1921-10-01,25.993,0.571,Northern Territory,Australia
1921-11-01,29.364,0.402,Northern Territory,Australia
1921-12-01,29.666,0.477,Northern Territory,Australia
1922-01-01,30.056,0.558,Northern Territory,Australia
1922-02-01,29.304,0.368,Northern Territory,Australia
1922-03-01,27.351,0.472,Northern Territory,Australia
1922-04-01,26.194,0.469,Northern Territory,Australia
1922-05-01,20.513,0.53,Northern Territory,Australia
1922-06-01,17.676,0.393,Northern Territory,Australia
1922-07-01,15.241,0.411,Northern Territory,Australia
1922-08-01,18.057,0.464,Northern Territory,Australia
1922-09-01,23.349,0.425,Northern Territory,Australia
1922-10-01,26.48,0.439,Northern Territory,Australia
1922-11-01,29.026,0.523,Northern Territory,Australia
1922-12-01,29.132,0.34,Northern Territory,Australia
1923-01-01,30.028,0.608,Northern Territory,Australia
1923-02-01,30.517,0.454,Northern Territory,Australia
1923-03-01,28.104,0.425,Northern Territory,Australia
1923-04-01,25.014,0.448,Northern Territory,Australia
1923-05-01,21.719,0.351,Northern Territory,Australia
1923-06-01,17.629,0.316,Northern Territory,Australia
1923-07-01,16.054,0.436,Northern Territory,Australia
1923-08-01,17.728,0.457,Northern Territory,Australia
1923-09-01,22.212,0.46,Northern Territory,Australia
1923-10-01,25.954,0.441,Northern Territory,Australia
1923-11-01,28.395,0.693,Northern Territory,Australia
1923-12-01,28.978,0.415,Northern Territory,Australia
1924-01-01,29.258,0.643,Northern Territory,Australia
1924-02-01,28.513,0.448,Northern Territory,Australia
1924-03-01,27.604,0.48,Northern Territory,Australia
1924-04-01,22.674,0.636,Northern Territory,Australia
1924-05-01,21.631,0.524,Northern Territory,Australia
1924-06-01,17.583,0.548,Northern Territory,Australia
1924-07-01,18.19,0.61,Northern Territory,Australia
1924-08-01,19.637,0.388,Northern Territory,Australia
1924-09-01,24.456,0.435,Northern Territory,Australia
1924-10-01,26.809,0.368,Northern Territory,Australia
1924-11-01,28.764,0.543,Northern Territory,Australia
1924-12-01,29.061,0.473,Northern Territory,Australia
1925-01-01,28.589,0.519,Northern Territory,Australia
1925-02-01,29.292,0.62,Northern Territory,Australia
1925-03-01,27.498,0.811,Northern Territory,Australia
1925-04-01,24.525,0.652,Northern Territory,Australia
1925-05-01,20.932,0.511,Northern Territory,Australia
1925-06-01,17.318,0.622,Northern Territory,Australia
1925-07-01,16.379,0.425,Northern Territory,Australia
1925-08-01,18.485,0.363,Northern Territory,Australia
1925-09-01,21.351,0.451,Northern Territory,Australia
1925-10-01,26.324,0.425,Northern Territory,Australia
1925-11-01,29.111,0.342,Northern Territory,Australia
1925-12-01,31.242,0.454,Northern Territory,Australia
1926-01-01,29.384,0.717,Northern Territory,Australia
1926-02-01,31.139,0.445,Northern Territory,Australia
1926-03-01,28.084,0.411,Northern Territory,Australia
1926-04-01,25.691,0.741,Northern Territory,Australia
1926-05-01,19.676,0.555,Northern Territory,Australia
1926-06-01,17.218,0.406,Northern Territory,Australia
1926-07-01,18.105,0.37,Northern Territory,Australia
1926-08-01,20.434,0.356,Northern Territory,Australia
1926-09-01,23.223,0.319,Northern Territory,Australia
1926-10-01,27.674,0.652,Northern Territory,Australia
1926-11-01,29.281,0.359,Northern Territory,Australia
1926-12-01,29.019,0.452,Northern Territory,Australia
1927-01-01,29.675,0.337,Northern Territory,Australia
1927-02-01,28.479,0.411,Northern Territory,Australia
1927-03-01,28.814,0.328,Northern Territory,Australia
1927-04-01,23.3,0.362,Northern Territory,Australia
1927-05-01,19.996,0.486,Northern Territory,Australia
1927-06-01,19.599,0.535,Northern Territory,Australia
1927-07-01,17.031,0.334,Northern Territory,Australia
1927-08-01,19.72,0.37,Northern Territory,Australia
1927-09-01,23.542,0.292,Northern Territory,Australia
1927-10-01,27.257,0.321,Northern Territory,Australia
1927-11-01,28.707,0.297,Northern Territory,Australia
1927-12-01,29.72,0.395,Northern Territory,Australia
1928-01-01,30.515,0.591,Northern Territory,Australia
1928-02-01,30.161,0.574,Northern Territory,Australia
1928-03-01,28.501,0.535,Northern Territory,Australia
1928-04-01,26.632,0.38,Northern Territory,Australia
1928-05-01,20.754,0.431,Northern Territory,Australia
1928-06-01,17.148,0.399,Northern Territory,Australia
1928-07-01,17.779,0.355,Northern Territory,Australia
1928-08-01,20.986,0.373,Northern Territory,Australia
1928-09-01,25.572,0.593,Northern Territory,Australia
1928-10-01,28.467,0.486,Northern Territory,Australia
1928-11-01,29.822,0.378,Northern Territory,Australia
1928-12-01,30.922,0.506,Northern Territory,Australia
1929-01-01,29.877,0.549,Northern Territory,Australia
1929-02-01,30.242,0.303,Northern Territory,Australia
1929-03-01,27.07,0.541,Northern Territory,Australia
1929-04-01,22.902,0.452,Northern Territory,Australia
1929-05-01,19.821,0.353,Northern Territory,Australia
1929-06-01,17.075,0.449,Northern Territory,Australia
1929-07-01,15.641,0.245,Northern Territory,Australia
1929-08-01,20.398,0.448,Northern Territory,Australia
1929-09-01,21.863,0.356,Northern Territory,Australia
1929-10-01,26.82,0.73,Northern Territory,Australia
1929-11-01,30.804,0.411,Northern Territory,Australia
1929-12-01,28.833,0.302,Northern Territory,Australia
1930-01-01,29.341,0.557,Northern Territory,Australia
1930-02-01,28.658,0.411,Northern Territory,Australia
1930-03-01,27.182,0.506,Northern Territory,Australia
1930-04-01,24.751,0.524,Northern Territory,Australia
1930-05-01,20.607,0.426,Northern Territory,Australia
1930-06-01,17.449,0.492,Northern Territory,Australia
1930-07-01,18.803,0.368,Northern Territory,Australia
1930-08-01,19.628,0.267,Northern Territory,Australia
1930-09-01,23.019,0.42,Northern Territory,Australia
1930-10-01,26.055,0.508,Northern Territory,Australia
1930-11-01,28.987,0.376,Northern Territory,Australia
1930-12-01,28.464,0.449,Northern Territory,Australia
1931-01-01,29.268,0.493,Northern Territory,Australia
1931-02-01,30.022,0.739,Northern Territory,Australia
1931-03-01,27.845,0.316,Northern Territory,Australia
1931-04-01,23.809,0.418,Northern Territory,Australia
1931-05-01,22.015,0.682,Northern Territory,Australia
1931-06-01,19.754,0.457,Northern Territory,Australia
1931-07-01,17.987,0.329,Northern Territory,Australia
1931-08-01,19.683,0.334,Northern Territory,Australia
1931-09-01,24.334,0.674,Northern Territory,Australia
1931-10-01,25.07,0.362,Northern Territory,Australia
1931-11-01,27.552,0.315,Northern Territory,Australia
1931-12-01,29.59,0.589,Northern Territory,Australia
1932-01-01,31.641,0.435,Northern Territory,Australia
1932-02-01,29.333,0.391,Northern Territory,Australia
1932-03-01,27.733,0.643,Northern Territory,Australia
1932-04-01,23.815,0.429,Northern Territory,Australia
1932-05-01,20.966,0.449,Northern Territory,Australia
1932-06-01,17.199,0.42,Northern Territory,Australia
1932-07-01,16.153,0.473,Northern Territory,Australia
1932-08-01,19.294,0.292,Northern Territory,Australia
1932-09-01,22.772,0.251,Northern Territory,Australia
1932-10-01,26.93,0.507,Northern Territory,Australia
1932-11-01,28.769,0.436,Northern Territory,Australia
1932-12-01,29.798,0.456,Northern Territory,Australia
1933-01-01,30.491,0.484,Northern Territory,Australia
1933-02-01,28.766,0.681,Northern Territory,Australia
1933-03-01,28.614,0.468,Northern Territory,Australia
1933-04-01,24.82,0.422,Northern Territory,Australia
1933-05-01,21.676,0.602,Northern Territory,Australia
1933-06-01,17.845,0.426,Northern Territory,Australia
1933-07-01,16.554,0.351,Northern Territory,Australia
1933-08-01,18.747,0.558,Northern Territory,Australia
1933-09-01,22.83,0.898,Northern Territory,Australia
1933-10-01,26.512,0.289,Northern Territory,Australia
1933-11-01,27.744,0.328,Northern Territory,Australia
1933-12-01,28.26,0.401,Northern Territory,Australia
1934-01-01,29.963,0.495,Northern Territory,Australia
1934-02-01,29.217,0.496,Northern Territory,Australia
1934-03-01,28.202,0.464,Northern Territory,Australia
1934-04-01,25.214,0.435,Northern Territory,Australia
1934-05-01,21.334,0.576,Northern Territory,Australia
1934-06-01,18.217,0.381,Northern Territory,Australia
1934-07-01,17.064,0.307,Northern Territory,Australia
1934-08-01,18.66,0.454,Northern Territory,Australia
1934-09-01,23.702,0.398,Northern Territory,Australia
1934-10-01,26.386,0.345,Northern Territory,Australia
1934-11-01,28.375,0.55,Northern Territory,Australia
1934-12-01,30.085,0.62,Northern Territory,Australia
1935-01-01,29.996,0.547,Northern Territory,Australia
1935-02-01,30.044,0.542,Northern Territory,Australia
1935-03-01,27.858,0.463,Northern Territory,Australia
1935-04-01,23.521,0.343,Northern Territory,Australia
1935-05-01,19.705,0.413,Northern Territory,Australia
1935-06-01,16.717,0.359,Northern Territory,Australia
1935-07-01,17.245,0.367,Northern Territory,Australia
1935-08-01,20.188,0.369,Northern Territory,Australia
1935-09-01,23.991,0.565,Northern Territory,Australia
1935-10-01,27.229,0.317,Northern Territory,Australia
1935-11-01,29.992,0.5,Northern Territory,Australia
1935-12-01,30.454,0.416,Northern Territory,Australia
1936-01-01,30.95,0.747,Northern Territory,Australia
1936-02-01,30.142,0.6,Northern Territory,Australia
1936-03-01,27.048,0.409,Northern Territory,Australia
1936-04-01,23.369,0.271,Northern Territory,Australia
1936-05-01,20.792,0.353,Northern Territory,Australia
1936-06-01,16.987,0.328,Northern Territory,Australia
1936-07-01,18.439,0.393,Northern Territory,Australia
1936-08-01,22.305,0.381,Northern Territory,Australia
1936-09-01,22.797,0.256,Northern Territory,Australia
1936-10-01,27.277,0.449,Northern Territory,Australia
1936-11-01,29.042,0.356,Northern Territory,Australia
1936-12-01,29.803,0.258,Northern Territory,Australia
1937-01-01,28.131,0.454,Northern Territory,Australia
1937-02-01,29.903,0.439,Northern Territory,Australia
1937-03-01,27.753,0.332,Northern Territory,Australia
1937-04-01,23.606,0.264,Northern Territory,Australia
1937-05-01,21.644,0.495,Northern Territory,Australia
1937-06-01,17.273,0.357,Northern Territory,Australia
1937-07-01,16.346,0.29,Northern Territory,Australia
1937-08-01,19.671,0.475,Northern Territory,Australia
1937-09-01,23.109,0.277,Northern Territory,Australia
1937-10-01,27.248,0.473,Northern Territory,Australia
1937-11-01,29.855,0.305,Northern Territory,Australia
1937-12-01,30.041,0.413,Northern Territory,Australia
1938-01-01,29.978,0.54,Northern Territory,Australia
1938-02-01,27.935,0.268,Northern Territory,Australia
1938-03-01,28.794,0.393,Northern Territory,Australia
1938-04-01,25.398,0.364,Northern Territory,Australia
1938-05-01,22.283,0.554,Northern Territory,Australia
1938-06-01,19.225,0.372,Northern Territory,Australia
1938-07-01,17.244,0.454,Northern Territory,Australia
1938-08-01,19.2,0.318,Northern Territory,Australia
1938-09-01,23.103,0.777,Northern Territory,Australia
1938-10-01,26.998,0.513,Northern Territory,Australia
1938-11-01,29.328,0.49,Northern Territory,Australia
1938-12-01,31.105,0.504,Northern Territory,Australia
1939-01-01,30.023,0.512,Northern Territory,Australia
1939-02-01,28.296,0.647,Northern Territory,Australia
1939-03-01,27.347,0.559,Northern Territory,Australia
1939-04-01,24.443,0.457,Northern Territory,Australia
1939-05-01,21.556,0.301,Northern Territory,Australia
1939-06-01,17.628,0.451,Northern Territory,Australia
1939-07-01,16.559,0.587,Northern Territory,Australia
1939-08-01,18.33,0.345,Northern Territory,Australia
1939-09-01,21.878,0.377,Northern Territory,Australia
1939-10-01,25.167,0.432,Northern Territory,Australia
1939-11-01,28.167,0.459,Northern Territory,Australia
1939-12-01,29.716,0.443,Northern Territory,Australia
1940-01-01,29.126,0.612,Northern Territory,Australia
1940-02-01,27.79,0.38,Northern Territory,Australia
1940-03-01,27.548,0.533,Northern Territory,Australia
1940-04-01,23.724,0.359,Northern Territory,Australia
1940-05-01,19.369,0.245,Northern Territory,Australia
1940-06-01,18.477,0.398,Northern Territory,Australia
1940-07-01,16.7,0.311,Northern Territory,Australia
1940-08-01,19.444,0.33,Northern Territory,Australia
1940-09-01,23.06,0.471,Northern Territory,Australia
1940-10-01,27.678,0.323,Northern Territory,Australia
1940-11-01,28.648,0.277,Northern Territory,Australia
1940-12-01,30.579,0.301,Northern Territory,Australia
1941-01-01,27.932,0.501,Northern Territory,Australia
1941-02-01,29.251,0.406,Northern Territory,Australia
1941-03-01,26.826,0.355,Northern Territory,Australia
1941-04-01,24.968,0.232,Northern Territory,Australia
1941-05-01,20.624,0.447,Northern Territory,Australia
1941-06-01,17.148,0.441,Northern Territory,Australia
1941-07-01,17.24,0.355,Northern Territory,Australia
1941-08-01,18.331,0.27,Northern Territory,Australia
1941-09-01,23.599,0.305,Northern Territory,Australia
1941-10-01,26.638,0.348,Northern Territory,Australia
1941-11-01,28.648,0.463,Northern Territory,Australia
1941-12-01,29.884,0.341,Northern Territory,Australia
1942-01-01,29.697,0.538,Northern Territory,Australia
1942-02-01,29.137,0.408,Northern Territory,Australia
1942-03-01,29.561,0.461,Northern Territory,Australia
1942-04-01,25.718,0.275,Northern Territory,Australia
1942-05-01,23.611,0.32,Northern Territory,Australia
1942-06-01,19.992,0.265,Northern Territory,Australia
1942-07-01,18.205,0.42,Northern Territory,Australia
1942-08-01,21.624,0.447,Northern Territory,Australia
1942-09-01,25.341,0.349,Northern Territory,Australia
1942-10-01,26.962,0.416,Northern Territory,Australia
1942-11-01,28.642,0.282,Northern Territory,Australia
1942-12-01,29.409,0.399,Northern Territory,Australia
1943-01-01,30.558,0.579,Northern Territory,Australia
1943-02-01,28.88,0.493,Northern Territory,Australia
1943-03-01,28.631,0.695,Northern Territory,Australia
1943-04-01,25.594,0.502,Northern Territory,Australia
1943-05-01,19.958,0.358,Northern Territory,Australia
1943-06-01,16.268,0.43,Northern Territory,Australia
1943-07-01,18.143,0.633,Northern Territory,Australia
1943-08-01,19.81,0.371,Northern Territory,Australia
1943-09-01,23.79,0.491,Northern Territory,Australia
1943-10-01,27.248,0.661,Northern Territory,Australia
1943-11-01,28.026,0.352,Northern Territory,Australia
1943-12-01,29.987,0.415,Northern Territory,Australia
1944-01-01,30.519,0.316,Northern Territory,Australia
1944-02-01,27.93,0.306,Northern Territory,Australia
1944-03-01,27.132,0.455,Northern Territory,Australia
1944-04-01,24.191,0.305,Northern Territory,Australia
1944-05-01,19.553,0.338,Northern Territory,Australia
1944-06-01,17.412,0.261,Northern Territory,Australia
1944-07-01,16.66,0.268,Northern Territory,Australia
1944-08-01,19.476,0.422,Northern Territory,Australia
